image_name,caption_number,caption
4715971264.jpg,1,"A man is juggling 3 balls with a black t-shirt on with the word "" love "" on the collar ."
4716415629.jpg,0,"A woman is riding a bicycle in her underwear with "" No Oil "" painted on her chest ."
4717017885.jpg,0,"A Christian man in a vest that states "" Repent of Sin Turn to Christ "" is holding a sign in a busy crowd in a boardwalk that states "" Jesus saves from Hell . """
4720666564.jpg,0,"A street of brown stone buildings behind a black fence with a banner reading "" dick bruna huis "" on them ."
4721129565.jpg,0,"Two men and a woman in shorts and hiking gear stand in the snow before a large green sign with a smaller sign saying "" Danger "" on top ."
472152529.jpg,0,"A boy stands outside of "" TheFaceShop "" looking at an electronic device , while a man leans against the corner of the store ."
4730135526.jpg,0,"A crowd of protesters in the street holding up peace signs an holding signs saying "" stop killing in Iran . """
4730135526.jpg,1,"A group of people protesting with signs saying , "" stop killing in Iran . """
4730838642.jpg,0,"A woman bartender standing behind a bar with a hanging "" Holland "" sign overhead ."
4734253582.jpg,0,"Two females are getting ready to walk upstairs in front of graffiti and behind a station announcing "" downtown "" ."
4734253582.jpg,1,"Two women standing in front of a building with bright graffiti underneath a sign that reads "" downtown . """
4734253582.jpg,2,"Two women walking next to a sign that reads "" DOWNTOWN "" ."
4737084949.jpg,3,"Three women shopping for clothes and a sign that states "" 5 euro "" ."
4738994499.jpg,0,"Something seems to be better than nothing as a young adult male plays a violin near the entrance of a store with his violin case open ready to accept the "" tips "" of his fans ."
4742299638.jpg,0,"A person wearing a hooded jacket and blue jeans stands facing a shop with the sign "" Feelings "" on it ."
4743644732.jpg,2,"A young man making "" peace signs "" poses in front of armed policemen ."
4744082562.jpg,0,"In a busy commercial district on a sunny day , a crowd wanders through a curved street faced with shops on both sides , with a sign saying "" Sultan Palace "" in the mid-ground ."
4745356451.jpg,2,"A group of men protesting with signs that say ; "" PM construction services . """
4750415524.jpg,0,"Three men stroll down the street beneath a large red awning that says "" Arrivo "" ."
4750415524.jpg,2,"A red sign reading "" ARRIVO "" is hanging above a street ."
4750415524.jpg,4,"The red and white sign says "" arrivo "" ."
4754633621.jpg,0,"Black man holding sign in downtown that says "" if you hug a black guy you 'll get addicted . """
4755631633.jpg,2,"A woman in a red "" Canada "" shirt and a decorative hair band , and a woman in a plaid shirt eating food ."
4757246740.jpg,1,"Two groups of women walking toward each other , 5 on the left and 4 on the right , in front of a storefront that says "" 50 % "" ."
4759622514.jpg,0,"A motorcycle rider , with a black "" Glory Bound "" vest and black helmet , rides away on his orange motorcycle ."
4761927608.jpg,0,"A busy intersection is outside a corner pub known as "" The Temple Bar . """
4761927608.jpg,3,"People walk outside "" The Tempe Bar "" ."
4764082600.jpg,0,"Black male in blue shirt , driving a yellow and red street car , with a blue sign reading "" Main Street Only "" on the front ."
4764880358.jpg,0,"A person in a red shirt sits in front of a building exhibiting "" Beatles Story Exhibit . """
476740978.jpg,1,"A group of people carry pink letters that spell "" impeach "" ."
476740978.jpg,2,"People holding pink signs that spell out , "" Impeach "" ."
476740978.jpg,3,"many woman hold up a sign reading "" impeach "" ."
476759700.jpg,3,"A man holds up a "" free hugs "" sign above his head ."
476759700.jpg,4,"A man is holding a sign that says "" Free Hugs "" ."
4770745669.jpg,0,"A man in a black shirt and blue shorts stands in the doorway of a building labeled "" Gelateria , "" which is on the lower floor ."
4770745669.jpg,2,"A man in a black shirt stands in the doorway of a shop that says "" GELATERIA "" ."
4771908421.jpg,0,"A man in a shirt and tie is standing next to a banner that says "" Aloha . """
4772306571.jpg,1,"A woman with tattoos and "" punk "" style clothing retrieves her bicycle on a busy street in a commercial district ."
4773293976.jpg,2,"A boy in a black hoodie is sitting on a step that says , "" moose RVS. """
4782294624.jpg,0,"A young girl painted like a zombie is standing in a crowd holding a sign that reads "" Zombies ( were ) People too ! """
4783176272.jpg,1,"A young woman in "" street clothes "" and boots by a lake performing a ballet move ."
4786476156.jpg,1,"A man in an orange shirt and a blond boy are riding with other people on a "" Pullman "" vehicle ."
4793042666.jpg,1,"A man walking across the street on the road that says "" keep clear "" ."
4796143248.jpg,0,"There are signs outside of a building that reads , "" Exxxotica Miami Beach presented by Hot Movies.com "" and two men holding picket signs that read , "" Repent of your wicked heart of unbelief "" and the other reads "" Love completes us to tell you that you 're on your way to hell turn to Jesus "" ."
4796143248.jpg,1,"Two men protesting with signs outside of a Convention center that has a sign that says "" eXXXotica Miami Beach "" ."
4803940133.jpg,0,"A young woman in a green "" Aeropostale "" shirt and a green bracelet with a black purse , looking down with pursed lips ."
4808316459.jpg,1,"A person is riding a bicycle in a city past a shop called "" Kenji "" ."
4808416841.jpg,1,"Customers view items in a small store called "" Jump Shop "" ."
4812040741.jpg,1,"Two "" polis "" officers standing in the road conversing ."
4813246656.jpg,0,"An older man in a dark suit is speaking into a microphone at a podium with an "" AMBUC "" banner ."
4814940404.jpg,1,"A man is putting up a sign reading "" HOSTEL C "" onto a post ."
4814947772.jpg,3,"A man points to a "" one "" outside of a glass door ."
4815052270.jpg,2,"A woman is flashing the "" peace "" symbol with her fingers on both hands ."
4824278941.jpg,0,"A woman stands across the street from a building called "" Commodore Criterion "" looking at her cellphone , which two other women cross the street ."
4828071602.jpg,0,"A woman with a white shirt is standing near a couple in front of a store called "" Concepts . """
4829586088.jpg,1,"A slightly bald man is wearing a shirt that reads : "" Pig 'n' Whistle . """
4838098882.jpg,2,"Republicans have a "" I stole all your money hahaha "" outdoor barbecue ."
4839999047.jpg,0,"A lady dressed in a blue floral print is sitting at a restaurant table , situated before a section of wall which displays a plaque stating "" Oh Boy moms pancakes ! "" ."
4839999047.jpg,1,"An elderly woman is sitting at a restaurant table beneath a sign on the wall reading "" Oh boy mom 's pancakes ! """
484280924.jpg,0,"An Asian chef is working in the kitchen , and is smiling after putting the food he has made in a wok into a "" to-go "" container ."
4843548093.jpg,4,"A girl in a pink dress with umbrella is "" shh-ing "" the camera ."
4848391416.jpg,1,"A man in khakis sitting at a table with a sign that reads "" poet for hire . """
4851094567.jpg,1,"Two women stand by a large series of signs which say "" Le Cafe Marley "" in a hallway with a very high and ornate ceiling ."
4852819911.jpg,0,"An urban , outdoor , daytime setting shows a building with blue walls and prominent graffiti ; with two pallets leaning against the building and a sign overhead that says "" TAY SHING CORP. 1 ALLEN ST. "" ."
485341861.jpg,0,"Three adults standing in front of a sign that says "" vote "" and an American flag ."
4857778452.jpg,1,"A couple with a "" Longchamp "" bag is looking at a digital camera 's LCD viewer ."
4857840142.jpg,0,"A bookstore named "" Shakespeare and Company "" has several persons sitting outside talking to each other ."
4859764297.jpg,0,"A young child wearing a red hat and a tag "" 513 "" participant tag rides a horse ."
4862148055.jpg,2,"Two ladies are standing close to a sign reading , "" Carnoustie . """
4862927799.jpg,0,"This is a cityscape view from the perspective of one of the 7 people on the scene who 's stopped on the sidewalk beside a newsstand to focus on a 20-30 story , modern building across the street that 's topped with an antenna and a large green "" 4 "" on a black background ."
4867697780.jpg,0,"A group of people of all ages is standing around a sign that says "" Bienvenue Welcome , "" and the individuals in the foreground are jumping in the air with their hands raised ."
4867697780.jpg,1,"People from infants to the elderly seem excited as one woman in a yellow shirt jumps off the ground in front of a sign saying "" Bienvenue WELCOME "" ."
4867697780.jpg,2,"A group of people is jumping and smiling in a forest in front of a sign that says "" Bienvenue Welcome "" ."
4867697780.jpg,3,"There is a large crowd of people standing outside under a sign that says "" Bienvenue Welcome "" ."
4870438924.jpg,0,"A man wearing a black t-shirt that says "" Long Live the Dead "" pulls a shopping cart in the street near a NYC yellow taxi cab ."
4870438924.jpg,2,"A man walking with a shopping cart wearing a t-shirt that reads "" long live the dead "" ."
4872533521.jpg,0,"A man , talking on a cellphone , passes a brick building , with a sign on it , repeating , "" NEVER SLEEP AGAIN . """
4872533521.jpg,1,"A man talking on a cellphone passes by a billboard stating , "" Never Sleep Again . """
4872533521.jpg,2,"A man on a cellphone walking past four signs that all say "" NEVER SLEEP AGAIN """
4879951396.jpg,0,"A smiling girl is holding a white umbrella with the word "" HOOD ! "" on it , and the girl is holding a card or book , and her face is smeared with something black ."
4879951396.jpg,2,"A woman holding a "" Hooters "" umbrella has smokey face-paint across her eyes and cheeks ."
4886969953.jpg,0,"An old bald man is sitting in a folding chair in front of a sign on the side of the road , in front of a brick building with a window that has the sign "" BATIMENT INHABITABLE . """
4887724305.jpg,0,"A woman looks out the window while riding on a red bus , with the company name "" Go-Ahead "" printed on the side ."
4895398811.jpg,0,"A man with a full head of hair and wearing a backpack , shirt , black slacks and dress shoes is walking out of "" New York Dolls Gentlemen 's Club . """
4895398811.jpg,3,"Gentlemen leave their club titled "" New York Dolls . """
4898740268.jpg,2,"A boy gives the "" thumbs up "" while waterskiing on murky water ."
4905777485.jpg,2,"Stop sign with an "" eating "" sticker below it and two girls standing beside it ."
4906688039.jpg,1,"A man in glasses and a dust mask makes chains under a sign reading "" laut jaya . """
4909614126.jpg,0,"A modest popcorn cart with the Spanish text "" El Rey de las Palomitas "" and a yellow umbrella is attended by a woman at night in a city scene ."
4911612023.jpg,2,"A man stands between two windows , one of which advertises "" Liquors "" in front of an American flag ."
4912431886.jpg,0,"A window-washer , dangling from a cord and carrying a white bucket , works on the windows of a red brick building which is labeled with the word "" BUILDING "" on a carved lintel ."
4913629043.jpg,0,"A man walks down the sidewalk in his baseball cap with a bag that reads , "" Earth in the Balance "" ."
4913629043.jpg,3,"A white-haired man in a blue t-shirt carries an "" earth in the balance "" bag ."
4914732942.jpg,4,"Whole Foods hosts a "" City Picnic . """
4915259885.jpg,1,"A child in a denim jacket with "" Love Kills Slowly "" written on the back of it ."
4916205156.jpg,1,"A building with a large sign which reads , "" Pain is Temporary , Quitting Lasts Forever "" ."
4922677937.jpg,1,"A light green sign on the stairs that says "" STAI GUARDANO GRATIS IL PAVITMENTO """
4930656908.jpg,0,"Several people are sitting down playing volleyball with a sign that reads "" WheelPower "" in the background ."
4932786099.jpg,0,"An elderly woman pushing a cart filled with boxes walks by theater sign for "" South Pacific "" ."
4932786099.jpg,1,"A woman wearing blue pushes a cart in front of a sign that reads "" South Pacific "" ."
4935646855.jpg,0,"An individual dressed in a blue top and red "" SpongeBob "" shorts with a handful of papers looks surprised while being photographed ."
4938916849.jpg,0,"Many people take pictures as a blond woman wearing a cover-up only costume holds a sign proclaiming "" Photographers Not Predators "" on a pier ."
4942199590.jpg,0,"A man and woman walk hand in hand down a sidewalk near a street called "" End "" ."
4942571466.jpg,0,"A gritty urban street scene shows a wall of buildings decorated with posters , street art , and graffiti , including a man in black beckoning to the viewer with the words "" more fire "" hovering next to him ."
4944520854.jpg,1,"Woman wearing a white shirt and large sunglasses holding a wooden stick that says "" Flood light "" ."
4945277384.jpg,0,"A man in a black and blue checkered hooded sweater is looking at a Levi 's advertisement that says , "" We Are All Workers . """
4945277384.jpg,1,"A young man in a striped hoodie looks at an artistic Levi 's advertisement that says "" We are all workers . """
4945277384.jpg,3,"a levis jeans ad reads "" we are all workers "" in a block-like climbable display ."
4946401409.jpg,0,"Pedestrians on the sidewalk on a block corner where a mural of an eye and Two raises hands has the writings "" Stop the Violence "" and "" We ( Heart ) a Safe NY "" ."
4946401409.jpg,3,"A mural with an eye and hands says "" stop the violence , we heart a safe N.Y. """
4946986337.jpg,0,"A black young man with a t-shirt written "" 6 "" and "" URKLE "" is walking on a street with another young man while holding a basketball ."
4956591816.jpg,0,"A blond woman dressed in a white skirt with pink polka dots and a "" Pink Ladies "" leather jacket and a man in a black leather jacket and sunglasses wait on a sidewalk ."
4958466857.jpg,1,"Two street people and a dog sitting on the ground and one is holding an "" out of luck "" sign ."
4959665796.jpg,1,"People standing in front of yellow building with the words "" YOU ARE HERE "" hanging upside down ."
4959665796.jpg,3,"A building says "" you are here "" upside down over it 's doorway ."
4960801678.jpg,0,"An older man is sitting outside on a bench in front a large banner that says , "" Memoria Justicia Sin Olvido . """
4960801678.jpg,2,"Man in black takes a nap on a bench in front of a sign reading "" Justicia sin Olvido . """
4961577452.jpg,1,"A crowd of people is walking along a promenade under signs that say "" hub "" ."
4964920809.jpg,0,"A crowd of people , many wearing blue "" LABOR DAY 2010 "" shirts walk down a street , the 3 people in the foreground include a woman with a stroller , and a man with a young boy on his shoulders ."
4965437220.jpg,0,"Two young women running , one wearing a green shirt and the other wearing a gray shirt with a race tag "" 5028 "" with an ambulance and a Coca-Cola machine in the background ."
4966268109.jpg,1,"two firefighters with "" Seattle Fire "" on the back of their gear face their truck ."
4970493587.jpg,0,"A guy with a flame shooter and a "" la cgt "" vest is walking through the street with others with the same vest ."
4970493587.jpg,1,"Men with their backs to the viewer and wearing orange vests with "" la cgt "" written on them march together ."
4973604926.jpg,1,"Two people stand in front of a building with graffiti that reads "" Boss Life "" ."
4978987980.jpg,0,"A woman with long dark hair is carrying a bag over her shoulder which says "" hot "" in metallic pink letters ."
4978987980.jpg,1,"A woman with a brightly lettered bag spelling "" hot "" scratches her head with her back to the camera ."
4979311570.jpg,1,"Graffiti on a wall depicts children drawing the words "" Brick City "" on the wall ."
4986128082.jpg,0,"People are walking on a busy sidewalk in front of a corner store called "" Lyppens and Schipper . """
4986907081.jpg,0,"A person with dark hair in a white shirt is sitting in a chair in water with a "" swim at your own risk "" sign on the wall ."
498748832.jpg,0,"Asian woman in crowd , carrying black bag with "" pain "" and spiked knuckle graphic ."
499558360.jpg,1,"Three men wearing shorts stand in the parking lot of a building labeled a "" factory . """
5016890643.jpg,0,"A man with black glasses on is holding a sign that says , "" freeword . """
5016890643.jpg,1,"A man with glasses holds a sign that says "" FREEWORD "" ."
5016890643.jpg,3,"A man holding a sign saying "" free word "" ."
50194396.jpg,1,"A young boy wearing white and a shirt reading "" 85 "" is in midair , doing a martial arts kick ."
5064791759.jpg,1,"A very white man in a "" mustang "" t-shirt and camouflage cap throws knives while others watch ."
508751871.jpg,0,"A smiling dark-skinned young man sits on a stool at his outdoor workbench and makes a hand gesture of "" two-thumbs-up "" ."
5103801187.jpg,1,"A man with a shoulder length fro on stage and holding a microphone with "" Pop ! Tech "" sign in the background ."
5114909951.jpg,0,"Two men look through two telescopes on one tripod with a sign in front that says "" See the Sun Solar Telescopes "" ."
5121796265.jpg,1,"Woman at a store reads a book about "" Filosofie "" ."
5152631402.jpg,0,"Four people and three dogs are standing along a concrete planter near an intersection playing music in front of an open guitar case with a sign saying "" Traveling . """
521999036.jpg,1,"A child climbing timber stacks while a sign says "" Do not climb on timber stacks "" ."
521999036.jpg,4,"A boy climbing next to a "" Do Not Climb "" sign ."
522712748.jpg,3,"A boat named "" ELOIN "" floats on the water ."
523985664.jpg,2,"A girl in a bikini wears a sign saying "" free hugs "" ."
523985664.jpg,3,"Woman in blue bikini wearing a "" free hugs "" sign ."
523985664.jpg,4,"a girl wears a sign that says "" free hugs "" ."
525338588.jpg,0,"Many people standing outside of a place talking to each other in front of a building that has a sign that says "" HI-POINTE . """
526328385.jpg,1,"A group of people are riding down a roller coaster that appears to be called the "" Cyclone . """
526847964.jpg,0,"A man in a dark suit talks with a middle-aged man and woman on a stage in front of a large logo of the letter "" D "" with the numeral five within it ."
5283697807.jpg,0,"A girl wearing large frame plastic glasses and a white headband peeks over the top of a hardcover copy of "" Little People Who Became Great "" by Laura A. Large ."
5283697807.jpg,1,"A young , blond girl with large glasses holding an orange copy of "" Little People Who Became Great "" , by Laura A. Large ."
5337047043.jpg,1,"A young toddler and a loaf of bread are sitting in the child seat shopping card that has "" Raley 's "" on the handle"
5352303362.jpg,0,"A middle-aged woman stands at a green podium with the name "" SVA Theatre "" written on it ."
5352303362.jpg,2,"A woman stands at a podium that reads , "" SVA THEATRE . """
535830521.jpg,1,"A woman with earmuffs holds a paper that says "" real change "" on the cover ."
535830521.jpg,2,"A woman in holding up a newspaper headline reading "" Real Change . """
535830521.jpg,3,"A woman holds a newspaper that says "" Real change "" ."
5403972062.jpg,2,"A young girl jumps over "" centurion "" hurdles while other children watch ."
540436324.jpg,4,"People are acting the "" Passion of Christ "" ."
540503255.jpg,1,"A boy wearing a yellow hat and a shirt that says "" Elmo "" , is pointing to his forehead ."
5500138655.jpg,1,"Two people wearing coats are playing an "" Airgame "" ."
5501340599.jpg,2,"A little blond girl with a polka dot shirt is giving a stuffed animal a "" bath "" in a sink ."
5501830558.jpg,1,"A baby , wearing an "" I am the Boss "" shirt , cries and clenches its fist ."
5501830558.jpg,2,"A young baby boy crying while wearing a shirt that says "" I am the BOSS . """
5501830558.jpg,3,"A newborn wearing a shirt that says , "" I am the boss . """
5550039813.jpg,2,"A person performing a trick on a snowboard that says "" Lib Tech "" on the bottom ."
5565570899.jpg,0,"A ribbon dancer wearing a neon pink and green outfit with only one left white sleeve leaps high into the air- throwing her ribbon out before her in a "" c "" shape ."
56012911.jpg,0,"The background is filled with the exotic roofs and textures built in the "" pagoda "" style of many nations near India as pedestrians pass and a woman in a red dress holding a small child stops to look at the hundreds of pigeons gathered about ."
5614715384.jpg,0,"A lady wearing a tan dress holds her arms out and open her mouth in front of a sign that says "" CLOSED "" ."
5615711650.jpg,1,"Two traveling women stand laughing in front of a door marked "" The Castle Keep . """
5615711650.jpg,2,"Two women playing in front of a door labeled "" The Castle Keep "" ."
5668948557.jpg,2,"Two men in the ship "" Amble "" are setting out loaded with traps ."
5823013198.jpg,1,"Two children sled down a hill on a plastic discs often referred to as "" saucers "" ."
5829317322.jpg,1,"Two women , one in black and one in white , are standing on one foot in front of a window that states , "" Babys "" in green and yellow balls ."
5829317322.jpg,2,"Two young ballerinas pose before a sign reading "" babys "" ."
5847749710.jpg,0,"A baseball game where the red team has just gotten the white runner "" out "" by the baseman catching the ball ."
5929073261.jpg,0,"On stage , the innards of a piano are shown next to a man at a desk who is working on electronics , while a long-haired man is looking at a screen which shows "" 53 :11 "" ."
603452271.jpg,1,"A man receives a piece of paper from a woman while shaking her hand , as a man wearing an "" Ohio State Geography "" shirt looks on ."
6044445148.jpg,0,"A biker doing a trick off of a ramp that reads "" RONA "" and "" Cariboos Brewing "" ."
6060344876.jpg,0,"A man with a green hat in a small boat named "" Texas Mooring "" , in the water ."
6065938960.jpg,0,"Several African people are gathered outside a dilapidated building ; while four of the men are sitting on the right underneath a sign that reads "" Beauty Parlour "" , a vendor sells vegetables from a cart on the left hand side ."
6066636675.jpg,0,"A guy with lots of tattoos and a black shirt with white lettering spelling "" stheart "" putting on a rock concert ."
6185849002.jpg,0,"A college-aged male is posing with a drink while there is a banner in the background proclaiming "" pass swiftly "" ."
6188774172.jpg,3,"A young girl volleyball player "" bumping "" the volleyball ."
6196180784.jpg,0,"Two women and a man in a room that has a sign reading "" Artisti "" on its door ."
6196180784.jpg,2,"Man putting on pants with "" Artisti "" sign on the door ."
6198563920.jpg,0,"A person is standing on a sidewalk across from an establishment named "" Luca "" and waving sparklers around in their hand ."
6214063093.jpg,0,"Three members of a rock band are on stage in front of a crowd , one playing guitar , one playing drums , and one playing bass , with a large , lit-up "" W "" logo hanging behind them and smoke surrounding them ."
6217699262.jpg,2,"A man working on the boat "" California 's Keeper "" ."
623408115.jpg,1,"A man in front of a building is excitedly pointing to the building which says "" Museum Campus "" ."
6286405785.jpg,0,"A football player in a blue "" Rams "" jersey runs with a football on a field , as another player in a white jersey falls in an attempt to tackle him ."
6309331514.jpg,0,"Many people gathered in a room with several people on stage with instruments and the words "" The Early November "" on the wall ."
6309331514.jpg,1,"A band called "" The Early November "" giving a concert to a crowded room ."
6320597297.jpg,0,"A young woman wearing a short , orange tank top , short blue bottoms and pink athletic shoes with a large name tag on her front that says "" SARAH "" is running down a street past spectators and two portable toilets ."
6320911874.jpg,0,"A man in a white t-shirt and blue jeans does a skateboard trick in front of colorful graffiti reading "" Having fun is the worst """
6322364611.jpg,1,"A football player wearing the number "" 8 "" looks at his teammate in the distance ."
6366234987.jpg,0,"A game of hockey , with "" Huppe "" in the main part of the picture looking onto the field at the other players ."
6366234987.jpg,1,"A man on a ice rink in hockey attire wearing a ,  39 "" Huppe "" jersey ."
6376516937.jpg,0,"A basketball player , in a red white and blue uniform , hanging by his feet to the basketball hoop giving a "" high-five "" to referee standing beneath him ."
6381214111.jpg,0,"Two football players , one black , one white , both dressed in the same green and yellow team uniform and displaying a big "" G "" on their helmets acknowledge each other in the end zone ."
6422968349.jpg,0,"A boy in a black basketball uniform reading "" Anderson "" poses to shoot while another "" Anderson "" player and a white clad "" Mavs "" player watches him ."
6451656467.jpg,0,"Two children examine a stack of books and games , including the game "" Poncho Pal , "" next to a piece of furniture ."
6493407251.jpg,3,"Guy snowboarding on a "" HATE "" board ."
65852625.jpg,0,"A large crowd of many young people are seated on the grass at nighttime , with a person in a red "" hoodie "" jacket prominent on the right hand side ."
6786647384.jpg,1,"A young boy in a red "" U.S.A. "" t-shirt plays with a toy circuit board kit ."
6788339456.jpg,2,"The boy band "" One Direction "" performing one of their hit songs ."
6827146958.jpg,0,"A teenager in a blue Hollister brand sweatshirt adjusts a "" Sky-Watcher "" telescope ."
6842319991.jpg,0,"A tattooed man in overalls , no shirt and a baseball cap is holding a microphone in front of a crowd and giving the "" peace "" sign with his other hand ."
6847387474.jpg,0,"A person is wearing a team uniform in blue and gold , seated on what is likely ice , with a goalie stick before him and the brand "" Reebok "" prominently displayed on uniform parts ."
6847695941.jpg,0,"A boy jumps a scooter over a set of stairs in front of a sign that says , "" Taj Palace . """
6870614177.jpg,1,"Four cyclist in competition round a corner that has yellow signs saying "" MANCHESTER "" ."
6874319721.jpg,2,"The referee stands in the middle as "" Halpern "" and "" Thornton "" play ice hockey ."
6878447046.jpg,4,"Man staring into a box that is labeled "" Thing-o-matic . """
6886763182.jpg,1,"A man in costume plays the keyboard in front of a sign reading "" Sin with Sebastian "" ."
6894721598.jpg,2,"A group of people in dark room holding candles and making the hand gesture "" three . """
6927003662.jpg,1,"A man wearing black pants , an orange and brown striped shirt , and a black bandanna in a "" just thrown a bowling ball "" stance ."
6973013506.jpg,2,"A young girl in a pink and white sweater is holding a pro Ron Paul sign that reads "" END WAR . """
6973013506.jpg,3,"A little girl holding a big sign that says "" END WAR "" and she 's looking down at it ."
69881924.jpg,0,"A man holds a yellow "" Thanks Fox "" sign while other protesters picket with him ."
7004426503.jpg,0,"One person on a Snowboard that says "" Forum "" , that is wiping out in the snow ."
7007372771.jpg,3,"A balding professor giving a lecture to students on the topic of "" opportunity "" ."
7018366899.jpg,1,"Four kayakers in two brightly-colored kayaks "" surf "" a standing wave in a river flowing through a park ."
7105511779.jpg,1,"Hockey players wear a very decorated jersey with advertisers , while walking next to a woman wearing a shirt saying "" Bliss "" amongst a crowd of onlookers ."
7139378209.jpg,1,"Two men , one with a brown shirt and hat and one with a black shirt saying "" Outer baks "" playing pool ."
7160600905.jpg,0,"A man is holding a microphone that says "" KFBK "" and is interviewing another man ."
7202153106.jpg,0,"A male bike rider wearing a neon yellow shirt with the number "" 52 "" , and black bike shorts , is turning a corner on the road while other bikers follow in the background ."
7341402886.jpg,0,"Man men in white jackets with the number "" 3 "" on the back and black pants face away from the camera on a raised platform while a crowd gathers behind them ."
7348157814.jpg,1,"A Jockey in a blue helmet , red shirt and white pants is riding a race horse with "" sparkasse "" signs in the background ."
7502965482.jpg,0,"An elderly man is holding a flag pole with a "" do not tread on me "" flag and a sign that says "" Thank you U.S. Troops . """
7503435144.jpg,1,"Person driving a "" one-man "" atv pops it to two wheels in the sands ."
7503630432.jpg,1,"A man enjoys "" catching some air "" while driving his buggy through the sand dunes ."
7521177104.jpg,1,"Two young ladies gaze out of a store window at "" Hair at Hart "" ."
7521177104.jpg,2,"two girls looking out the window at "" Hair at Hart . """
7557754272.jpg,1,"A cyclist in neon yellow uniform rides past spectators behind a yellow banner reading "" Lotos . """
7578419416.jpg,0,"A man in a yellow t-shirt with the word "" FUN. "" and a denim jacket holds a microphone in one hand and places his other hand on his hip ."
760702109.jpg,0,"A bald man with a tremendous gray beard sits behind a white van , before a building that says "" Peter Stevens MotorCycles : Service Department "" ."
7632424360.jpg,2,"A black man in a suit is crying at a microphone podium that says "" National Baseball Hall of Fame . """
7638344872.jpg,0,"Two men are in blue life jackets and sitting on innertubes with "" Crusher "" written on them in the middle of a body of water ."
7671653534.jpg,2,"Bicyclists are in the street as a crowd watches them ride by a banner that say "" London 2012 "" ."
7690466712.jpg,0,"A woman stands behind a display table advertising the London 2012 Olympics in front of a sign reading , "" Bienvenus Welcome . """
7709367894.jpg,1,"A man in a white jersey , with the name "" Paul "" and number 13 written on it , is being guarded on a basketball court by a man wearing a black , Visa jersey ."
7724666074.jpg,0,"A dirt bike rider takes a turn wearing his uniform and helmet and riding a bike marked "" 1 "" ."
7725133284.jpg,0,"Four women playing volleyball , 2 on each side of net with a banner on the wall behind them that reads "" London 2012 "" ."
7735272386.jpg,0,"A woman in an American military uniform sits at a table and writes the words "" sad , "" "" depressed , "" and "" hatred "" on a large sheet of white paper ."
7745071706.jpg,1,"A person in blue with the word "" FRANCE "" on her back is shooting a bow and arrow to the left ."
7789878742.jpg,2,"A man with a "" Number 5 "" label on his chest kayaks through rapids ."
783353797.jpg,0,"The words "" Look Right "" with an arrow painted on a city street , with a female in the foreground ."
783353797.jpg,2,"A woman standing in front of the words "" Look Right "" painted on a street ."
7847188568.jpg,0,"A runner of African descent raises his arms and makes a "" number one "" gesture as he nears the finish line in a race , with a competitor close behind ."
7915147578.jpg,4,"People playing "" angry birds "" in the pool ."
799431781.jpg,2,"Three boy do "" Hear no evil , see no evil , speak no evil . """
8013541498.jpg,2,"An older model , red car with the racing number "" 96 "" drives down a dirt road ."
810790771.jpg,0,"A young woman wearing white shorts , black knee socks and a white shirt with the word "" Legacy "" on it is playing softball ."
8108431722.jpg,0,"a man in green carries his bike in front of a stone building and sign hanging on a fence saying "" Rouleur , www.rouleur.cc """
8108431722.jpg,3,"A bicyclists in green carrying his bicycle past a sign that says "" Rouleur "" ."
81147693.jpg,0,"A woman in a pink coat stands in the snow beside a "" telephone booth "" , smiling as she holds a small shovel ."
8198089950.jpg,2,"A "" rock star "" performing a concert in front of a live audience ."
831655324.jpg,0,"An Asian man wearing a graphic T-shirt that says "" Music is the weapon of the future "" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates"
86132021.jpg,2,"Three women and a man dressed as the "" naked cowboy "" in New York ."
881383469.jpg,0,"A man with a mo-hawk haircut , wearing a t-shirt that says "" Detroit Rocks "" is using DJ equipment while two girls are behind him smiling ."
92246314.jpg,3,"Some people are walking in the snow near a building with the word "" Adobe "" on it ."
93270842.jpg,2,"A man in a white suit on a bench recreates a scene from the movie "" Forrest Gump "" ."
934375844.jpg,1,"A baby wearing a "" my best buddy "" shirt on a bed ."
944860697.jpg,0,"A person is all black is standing inside a truck with the words "" Del Re 's Grinding "" on it and pictures of scissors ."
98773047.jpg,2,"People outside of "" beard papa Sweets cafe "" ."
